topico,titular,fecha_publicada,nr_parrafos,texto
turismo,Temuco invita a toda la comunidad a vivir el Festival de Música Folclórica Entre el Cautín y el Ñielol este domingo,27 de agosto de 2025,9,La Municipalidad de Temuco a través de su Dirección de Turismo Patrimonio y Cultura junto a la Mesa Local del Folclor invitan a toda la comunidad a participar en la gran final del Festival de Música Folclórica Entre el Cautín y el Ñielol que se realizará este domingo de agosto a las horas en el Teatro Municipal Camilo Salvo Estamos realmente satisfechos con la convocatoria que tuvo esta segunda versión del festival Recibimos canciones de gran nivel lo que demuestra el interés y el talento que existe en distintas regiones del país Ahora esperamos que las finalistas logren conectar con el jurado y con el público en un certamen que sigue posicionando a Temuco como un referente cultural del sur de Chile destacó el alcalde de Temuco Roberto Neira Los finalistas provenientes de comunas como Santiago Isla de Maipo Lebu Cunco Padre Las Casas y Temuco interpretarán en vivo composiciones originales en distintos estilos de raíz folclórica entre ellos tonada campesina vals chapecao y guaracha campesina Cada uno de ellos competirá por premios de para el primer lugar para el segundo y para el tercero El jurado seleccionador estuvo compuesto por destacadas figuras del ámbito musical y cultural Entre ellos destacó la presidenta del jurado Claudia Andrea Quiñones Guzmán autora compositora e intérprete integrante del reconocido grupo Las Pitukas de Temuco y directora del afamado Dúo Picaflor Al referirse al proceso de selección comentó que todos los temas presentados fueron de un altísimo nivel Fue una tarea ardua pero sumamente gratificante y enriquecedora seleccionar el repertorio que podrán disfrutar este domingo El resto del jurado estuvo compuesto por Marcelo Matamala Bravo exintegrante del Trío Ilusión y actual miembro fundador del Trío Cancionero de Temuco y Guillermo Marín Cortés director musical del Ballet Folclórico Magia Chilena de la Universidad de La Frontera y docente del Liceo del Desarrollo Formación TP de Temuco quien señaló sus gratificaciones a la administración comunal Quisiera felicitar a la Dirección de Turismo Patrimonio y Cultura de la Municipalidad de Temuco por esta invitación y por sobre todo por la forma transparente justa y profesional en la que se llevó a cabo este proceso de selección Sin duda muchos de los que participamos en este tipo de festivales lo valoramos profundamente expresó Marín El evento contará además con la participación especial deNewen Curra ganadores de la mejor canción del Festival de Raíz Folclórica de Temuco A ellos se suman los destacados gruposVoces de AysénLas Pitukas de TemucoyMagia Chilena quienes aportarán un componente artístico y festivo a esta importante competición La invitación está abierta a toda la ciudadanía Las entradas pueden retirarse gratuitamente en el Teatro Municipal Camilo Salvo o en la Oficina de Información Turística ubicada en la Plaza Aníbal Pinto CANCIONES CLASIFICADAS Las canciones las puedes descargar y escuchar en el siguiente enlacehttpswwwtransfernownetdlLfenDidK
turismo,Temuco se llenó de colores música y danza en un carnaval que pintó el invierno de la ciudad,27 de agosto de 2025,10,Durante dos días la primera edición del Carnaval Lluvia de Paraguas reunió a miles de personas en el Parque Urbano Isla Cautín convirtiendo un fin de semana invernal en una experiencia inolvidable para toda la familia Temuco vivió un fin de semana inolvidable con la celebración del Carnaval Lluvia de Paraguas una verdadera fiesta invernal que desbordó alegría color y creatividad en el Parque Urbano Isla Cautín los días y de agosto Más de bailarines y paraguas decorados dieron vida a dos jornadas cargadas de música danza y participación ciudadana transformando el invierno en una experiencia acogedora para toda la familia Organizado por la Dirección de Turismo Patrimonio y Cultura de la Municipalidad de Temuco el evento reunió a miles de personas en un espacio pensado para el encuentro la cultura y el fomento del emprendimiento local La programación incluyó espectáculos en vivo intervenciones artísticas concursos y más de stands de emprendedores que ofrecieron productos y sabores únicos de la zona El alcalde de Temuco Roberto Neira valoró la gran convocatoria y el entusiasmo de los asistentes Estamos muy contentos con esta primera edición donde vecinos y vecinas se sumaron a la convocatoria y disfrutaron de un evento de invierno nunca antes visto en nuestra ciudad Agradecemos a todas y todos quienes trajeron su paraguas y disfrutaron de la música y la gastronomía en esta verdadera fiesta ciudadana Uno de los momentos más esperados fue el Desfile de Paraguas realizado el sábado por la tarde donde decenas de participantes caminaron por el parque con paraguas intervenidos artísticamente desbordando color y creatividad El domingo en tanto se desarrolló el Carnaval Danza Temuco Multicultural que ofreció un espectáculo diverso con agrupaciones de danza de distintos puntos de la región destacando por sus trajes ritmos y coreografías Desde Carahue el director artístico del Ballet Folclórico Municipal Cristián Boggen expresó que me parece fantástico que existan estas instancias que reúnen a diversas agrupaciones de nuestra región Es una gran oportunidad para compartir encontrarse y mostrar a la comunidad de Temuco el trabajo que venimos desarrollando La organización ha sido espectacular así que muchas felicitaciones al municipio por esta gran actividad Además de las presentaciones artísticas el evento incluyó concursos como el mejor outfit invernal para mascotas cócteles de invierno vestuario creativo y latte art promoviendo la participación intergeneracional entre artistas emprendedores y la ciudadanía Los asistentes también valoraron la posibilidad de disfrutar al aire libre en una época que tradicionalmente invita a quedarse en casa Mario Parra uno de los visitantes señaló que deberíamos acostumbrarnos a que en invierno no hay motivos para dejar de disfrutar Lo que vivimos hoy fue increíble desfiles tradiciones y una rica comida que nos reunió en familia Ha sido maravilloso Pudimos disfrutar de la artesanía productos agro elaborados y un carnaval espectacular con dos días llenos de música y color dijo Saray Pérez emprendedora participante La iniciativa que se desarrolla por primera vez en la ciudad se proyecta para quedarse y repetirse el próximo año afirmaron desde la organización Temuco demostró que el invierno también puede disfrutarse y así posicionar a Temuco como un referente del turismo cultural en el sur de Chile
rural,Productores rurales de Temuco se certifican en Conecta y Vende iniciativa de fomento productivo e independencia económica del campo,14 de noviembre de 2025,9,Cuarenta y cinco productoras y productores rurales de Temuco recibieron su merecida certificación tras completar el programa Conecta y Vende una iniciativa impulsada por la Municipalidad de Temuco que busca fortalecer las capacidades comerciales del mundo rural promover su independencia económica y mejorar la venta de sus productos en nuevos espacios de la ciudad La iniciativa desarrollada por la Dirección de Desarrollo Rural estuvo compuesta por una etapa teórica realizada en la capital regional y una práctica desarrollada en la ciudad de Pucón buscando entregar herramientas concretas a los productores rurales para mejorar su comercialización comunicación y posicionamiento en el mercado Cada participante recibió además un kit básico de emprendimiento que incluye materiales para visibilizar y promover sus productos Gracias a estas acciones las agrupaciones participantes entre ellas Kume Monguen Mercado Campesino Huete Rucan Piuke Zomo Kochilhue Mapu Newen Filke Rayen y la Comunidad Huento Llancamil han ampliado sus espacios de comercialización trabajando en puntos estratégicos como la Plaza Teodoro Schmidt Espacio Los Pablos Centro Comercial Sevilla y el Edificio Vanguardia El administrador municipal de Temuco Ricardo Toro indicó que estamos contentos con estas personas porque somos capaces de reconocer el mundo rural como parte de nuestra ciudadanía como parte de nuestro territorio Y un mensaje importante de esto de Temuco años a seguir fortaleciendo el mundo rural El concejal de Temuco Mario Jorquera relevó la importancia de seguir apoyando al mundo rural La autoridad añadió que estamos entregando la certificación una capacitación que ellos han estado estudiando para poder seguir emprendiendo de tal manera de felicitamos a cada uno por haber cumplido con las horas de práctica y por supuesto decirle a la ciudadanía que el municipio sigue cumpliendo con sus habitantes del sector rural Mario Llancaqueo presidente de la comunidad Huento Llancamil señaló que ha sido importante hoy día la creación del Departamento de Fomento Rural donde hemos podido darnos a conocer Es algo que nos hacía falta para mostrar nuestros productos que son verdaderamente del campo y que son producidos por personas que día a día trabajan en el sector rural en el campo y que no habíamos tenido la oportunidad de poder salir a comercializar en otros lados Silvana Nahuel presidenta de la agrupación Kume Monguen agregó Me parece muy bien que se estén haciendo este tipo de iniciativas de parte del municipio sobre todo porque en el mundo rural tenemos que estar en competencia con el comercio establecido En el fondo esto nos sirve para tener herramientas para enfrentar el futuro las nuevas expectativas que tengamos y hacer crecer nuestro emprendimiento finalizó Cabe destacar que el programa Conecta y Vende representa un paso más dentro del compromiso municipal con el fomento rural promoviendo el uso de metodologías de coaching que reemplazan las capacitaciones tradicionales por procesos más participativos y centrados en las necesidades reales del productor Esta certificación por tanto marca el inicio de una serie de acciones de acompañamiento continuo que buscan fortalecer las capacidades del mundo rural mejorar sus canales de venta y consolidar un modelo de desarrollo local que valore el trabajo y la identidad de quienes viven del campo
rural,Temuco entrega estanques de aguas lluvias a familias rurales para enfrentar la escasez hídrica,26 de octubre de 2025,8,La Municipalidad de Temuco benefició a familias usuarias del programa de Desarrollo Rural con estanques de litros y kits de instalación como parte de una estrategia de apoyo a la pequeña agricultura familiar campesina y gestión sostenible del agua Durante esta semana y con el fin de apoyar la pequeña agricultura familiar campesina es que la Municipalidad de Temuco a través de la Dirección de Desarrollo Rural hizo entrega de estanques acumuladores de aguas lluvias de litros junto a kits básicos de instalación a agricultores pertenecientes al Programa de Desarrollo Rural PRODER La iniciativa busca fortalecer la producción hortícola en sectores rurales de la comuna asegurando disponibilidad de agua para riego durante los meses de mayor sequía Esta entrega corresponde a la tercera etapa del programa de cosecha de aguas lluvias implementado por la Dirección de Desarrollo Rural Cabe destacar que entre y se han distribuido soluciones de este tipo con una inversión total cercana a los millones de pesos Los beneficiarios provienen de sectores como Tromen Mallin Catrimalal Trañi Trañi Lircay El Álamo Rinconada de Tromen y Pumalal entre otros El alcalde Roberto Neira destacó la urgencia de estas medidas Aunque en Temuco llueve mucho la escasez hídrica es una realidad Estos estanques permitirán a familias almacenar agua en invierno para usarla en verano mejorando su calidad de vida y sus procesos productivos Esta entrega forma parte de la tercera etapa del plan de cosecha de aguas lluvias que entre y ha beneficiado a familias con una inversión total de casi millones de pesos El concejal Mario Jorquera resaltó la decisión del Concejo Municipal de apoyar a los sectores rurales No todo es urbano Estas herramientas van directo a fortalecer la productividad de comunidades rurales y mapuches Añadió que la iniciativa responde a solicitudes expresadas por dirigentes y vecinos y que el municipio nuevamente va a la vanguardia con apoyo concreto al mundo campesino El beneficio significa una inversión de millones de pesos por parte de la municipalidad e incluyó una charla de inducción sobre el uso e instalación del sistema de captación de aguas lluvias donde se destacó la importancia de promover soluciones hídricas productivas que permitan a las familias rurales enfrentar los efectos del cambio climático y la disminución de fuentes de agua tradicionales Entre las beneficiarias se encuentra la machi María Lielmil quien valoró el aporte municipal Nunca había tenido un estanque Ahora podré trabajar mejor mi huerto mis frambuesas y plantar lawen que necesito como machi Su testimonio refleja el impacto productivo cultural y familiar de esta iniciativa en la vida cotidiana de las comunidades Finalmente es importante destacar que el Programa de Desarrollo Rural tiene como objetivo impulsar el desarrollo productivo de la pequeña agricultura familiar campesina además de vincular a los usuarios con las distintas unidades municipales para acceder a asesorías capacitaciones y apoyos sociales
rural,Con campeonato deportivo de precisión programa Más AMA en Temuco destacó su presencia con mil prestaciones,16 de octubre de 2025,17,Este programa enfocado en atender a las personas mayores de años se incorpora a la salud primaria para fortalecer la salud mental a través de una atención integral y comunitaria El equipo del programa Más Adultos Mayores Autovalentes Más AMA celebró con un campeonato comunal de boccia en el que participaron más de personas entre jugadores y equipos que fueron a alentar a los competidores Este innovador proyecto se creó el año con el propósito de mejorar la condición funcional de la población de años o más autovalente y en riesgo de dependencia beneficiaria de los establecimientos de atención primaria de salud del sector público Cabe mencionar que la boccia o bocha es un deporte que requiere precisión y estrategia y promueve el trabajo en equipo fundamental para construir relaciones interpersonales y mantenerse activo físico como mentalmente El programa Más AMA En Temuco este programa está presente en los ocho centros de salud familiar que dependen de la municipalidad y cada uno cuenta con dos profesionales uno del área de kinesiología y otro de terapia ocupacional Cabe mencionar que Más AMA contempla sesiones en tres meses y se trabaja el área motriz y cognitiva Este programa se lleva a cabo en los ocho centros de salud el año pasado se incorporó El Carmen y Monseñor Valech El sector rural por primera vez tiene el programa por lo tanto para nosotros ha sido una gran adquisición para que las personas mayores del sector rural puedan acceder a este programa Está dirigido a personas mayores de años y tenemos una cobertura de en el sector urbano y de en el sector rural Valech explicó Marcela Roco Aravena Jefa de la oficina de promoción del Departamento de Salud Municipal Roco agregó que además se realizan talleres de autocuidado con temáticas que a ellos les interese como alimentación saludable salud mental primero auxilios y hay un componente dentro del convenio que es generar una relación con el intersector en actividades que apunten también a fortalecer estos lazos con las personas mayores En este momento existe una coordinación con el Cesfam Pueblo Nuevo y la Ufro en donde asisten al taller de natación Así también se han hecho investigaciones relacionadas con la sarcopenia pérdida progresiva de masa fuerza y función muscular con la Universidad Mayor y Autónoma agregó Para poder saber si este programa causa algún efecto la jefa de promoción expuso que los profesionales realizan un test al inicio y final del programa en donde se puede observar una mejoría en las áreas que inicialmente estaban débiles Beneficios para la salud mental Según el artículo Salud mental a dos años de la pandemia publicado por El Observatorio del Envejecimiento para un Chile con Futuro el la ansiedad y depresión son enfermedades presentes en personas mayores de años grupo etario al que va dirigido el programa Más AMA arrojando los siguientes indicadores en un de las personas mayores de años tenía sintomatología ansiosa lo que aumentó en puntos porcentuales al llegar el otoño de con un Por su parte los síntomas depresivos siguen una trayectoria similar e incrementaron en puntos porcentuales para el mismo período pasando de un en a un a mediados de Una de las principales características que valoran las y los usuarios es que ha mejorado su salud mental así como sus redes de apoyo muchos de ellos siguen en contacto una vez finalizado el periodo Gracias a este programa se crean lazos afectivos son solidarios entre ellos e incluso muchos clubes de adultos mayores nacen de aquí subrayó Marcela Roco Siendo factores muy importantes para mitigar el aislamiento social tan preocupante en casos de depresión Mi experiencia cambio del cielo a la tierra yo siempre vivía encerrada en mis cuatro paredes atendiendo a mi familia poco salía y llegando al programa salí a caminar me sentí mejor se me acabaron los dolores de huesos me subió la autoestima destacó Marisol Gaete Arroyo participante del programa Más AMA en el CESFAM El Carmen De acuerdo con la Organización Mundial de la Salud la soledad no deseada y el aislamiento social aumentarían el riesgo de desarrollar demencia en un un de riesgo de una muerte prematura y un de infarto o enfermedades cardiovasculares OMS Marisol también recalcó que al ingresar al programa mejoró su salud física En noviembre me encontraron mis exámenes ahí no más había subido de peso cosa que nunca había pasado y ahora le mostré mis exámenes a la doctora y todos los exámenes muy buenos bajé un kilo y medio esto me ha servido mucho Estoy feliz Para Mario Quelempan Huentulle también participante del programa en El Carmen el programa le ha permitido mejorar su memoria Es un programa precioso yo por lo menos le tenía miedo a esto porque tengo problemas a la memoria y aquí como que se me agilizó la memoria es muy precioso estar aquí Querido adulto mayor inscríbanse lo van a pasar bien aquí enfatizó En los centros de salud municipales de Temuco son casi mil personas mayores de años equivalente a un de la población total inscrita es por esta razón que deben existir actividades pensadas para ellos y seguir previniendo el deterioro físico como cognitivo
rural,Temuco certifica a nuevas orfebres mapuche Un impulso para la identidad y desarrollo rural,1 de octubre de 2025,7,Con emoción y orgullo vecinos y vecinas de distintos sectores rurales de Temuco recibieron su diploma de participación en la primera capacitación en Orfebrería Mapuche del programa Proder impulsada por la Dirección de Desarrollo Rural de la Municipalidad La ceremonia se realizó el pasado de septiembre en la Galería de los Alcaldes donde se le entregó a cada uno de los participantes sus diplomas de certificación además de tener la oportunidad de exponer sus trabajos realizados al público en un stand Esta iniciativa no solo busca entregar nuevas herramientas de trabajo a las familias del mundo rural sino también fortalecer su identidad y conexión con la cultura Mapuche Se han graduado mujeres que fueron capacitadas en distintas temáticas principalmente emprendimiento El mensaje que les entregué es que nunca se puede pensar que no se pueden aprender cosas nuevas no hay edad para aprender y por eso estas mujeres son un gran ejemplo para mí para el Concejo Municipal y para otras que prontamente sumaremos destacó el alcalde de Temuco Roberto Neira subrayando que este tipo de capacitaciones son una oportunidad para diversificar la producción generar ingresos y dar valor a la tradición que ofrece el mundo productor rural de nuestra zona Los participantes de esta reciente actividad realizaron tres jornadas en donde se les capacitó en confección de joyas mapuche en un ambiente amigable y respetuoso Algunos de ellos como la tesorera del Comité de Pequeños Agricultores el Guindo en Trabunco Miriam Rivas mostraron su entusiasmo He aprendido bastante con este curso No solo aprendí a confeccionar joyas mapuche sino que también los significados de cada una señaló Por su parte la presidenta del Comité de Pequeños Agricultores Rayen Paulina González resaltó la importancia de esta actividad desde el punto de vista productivo Nosotros somos productores nos sirve porque nos da otro enganche de seguir mostrando otro tipo de trabajo La orfebrería o el trabajo de la joyería es importante para nosotros como mapuche tener algo con identidad mencionó Esta actividad refleja el compromiso de Temuco con las comunidades rurales creando más oportunidades para el desarrollo local y al mismo tiempo para mantener las tradiciones presentes en la ciudadanía
rural,Con música sabores y tradiciones Mundo Productor Rural presentó sus productos en Temuco,1 de octubre de 2025,10,El olor a tortillas recién hechas el sonido de la cueca y los colores de las artesanías dieron vida a las ferias organizadas por la Municipalidad de Temuco para toda la ciudadanía Más de expositores del Mundo Productor Rural compartieron con la comunidad sus productos frescos agroecológicos y con identidad local en espacios que se transformaron en un verdadero puente entre el campo y la ciudad Las muestras se realizaron en Isla Cautín el Parque Estadio y distintos puntos de la ciudad como Sodimac Los Pablos Líder Express Los Pablos y el Centro Comercial Sevilla Allí agrupaciones de productores emprendedoras campesinas y pequeños artesanos ofrecieron hortalizas de estación mermeladas tortillas recién cocidas hierbas medicinales flores alfarería orfebrería tejidos y una variada gama de sabores y tradiciones propias del sur Más que una vitrina de productos estas ferias significaron una oportunidad concreta de desarrollo económico para las familias rurales la mayoría encabezadas por mujeres que gracias a estos espacios pueden fortalecer su autonomía económica y dar mayor visibilidad a su trabajo Yo les diría a los demás emprendedores que se atrevan a participar en la feria ya que es una linda experiencia Mostrar nuestros productos orgánicos limpios que ellos vuelvan a comer y a sentir el aroma y el sabor de nuestros productos del campo expresó emocionada Sonia Quidel una de las expositoras que agradeció el apoyo recibido Así mismo Yanett Saavedra quien participó por primera vez en en estas ferias se mostró contenta por el recibimiento sentí mucho apoyo de la municipalidad porque nos dieron la oportunidad a mí y mucha gente de poder promocionar nuestros productos y emprendimiento El presidente del Mercado Campesino Rafael Curin dijo estar agradecido por estos espacios Hemos sentido últimamente el apoyo de la Municipalidad así mismo mencionó la buena aceptación de las personas que asistieron a las ferias resaltando el cómo se interesaban en sus plantas y además preguntando si estaría presente en otras actividades Para el alcalde de Temuco Roberto Neira estas iniciativas reflejan el valor del trabajo campesino y la identidad local Temuco tiene un mundo productor rural muy importante que hace posible que a nuestras mesas lleguen hortalizas de nuestro campo de nuestras tierras de nuestra comuna finalizó Los balances fueron positivos los emprendedores no solo lograron ventas importantes sino que también estrecharon lazos con nuevos clientes que valoran la calidad de lo hecho a mano lo natural y lo propio del territorio Con estas iniciativas la Municipalidad de Temuco reafirma su compromiso con el Mundo Productor Rural generando un modelo de gestión ordenado y estratégico que fomenta el desarrollo local promueve la cultura campesina y fortalece la economía familiar Porque cuando la ciudad se abre al campo los beneficios son transversales
rural,Temuco avanza hacia sus años con prevención y resiliencia Mega Simulacro de Terremoto marca el compromiso municipal,23 de septiembre de 2025,6,Esta iniciativa que recreará un sismo de magnitud Richter en plena jornada laboral no solo fortalece la cultura preventiva de la comunidad sino que se alinea con el Plan Temuco Alerta al Riesgo un proyecto municipal para consolidar a la ciudad como un territorio seguro e inclusivo ante desastres naturales El Mega Simulacro llega tras el éxito del primer ejercicio en que movilizó a más de mil personas y fortaleció la preparación sísmica de Temuco Esta segunda versión se espera una mayor convocatoria con una participación esperada de más de mil temuquenses incluyendo empresas privadas como Clínica Alemana y Clínica Red Salud Mayor que ya han realizado ejercicios preparatorios y charlas informativas para sus equipos Por otro lado se han identificado cerca de puntos críticos en la ciudad y se han realizado ejercicios preliminares en dependencias municipales como la Dirección de Personas Mayores y los Juzgados de Policía Local Para la municipalidad de Temuco la prevención no es solo una palabra sino una acción compartida entre el municipio el sector privado y los mil habitantes de nuestra comuna Temuco camina a sus años con el compromiso de estar mejor preparados La prevención y la gestión del riesgo son un trabajo entre el municipio y la comunidad destacó el alcalde Roberto Neira sobre la actividad que se enmarca en el Día Internacional para la Reducción del Riesgo de Desastres y busca medir la capacidad de respuesta institucional y ciudadana fomentando una reflexión realista sobre cómo actuar en emergencias Este simulacro es un pilar del Plan Temuco Alerta al Riesgo una iniciativa liderada por la Municipalidad que avanza rumbo al aniversario de la ciudad Este plan incluye acciones concretas basadas en el Diagnóstico Comunal de Riesgos construido en colaboración con servicios públicos organizaciones sociales universidades y empresas Temuco camina a sus años con el compromiso de estar mejor preparados La prevención y la gestión del riesgo son un trabajo entre el municipio y la comunidad señaló Neira durante el lanzamiento empresarial del simulacro Proyectos como los Parques Urbanos aprobados por el Concejo Municipal complementan esta visión simbolizando un Temuco que crece con seguridad y sostenibilidad Entre los ejercicios previos con la comunidad en general y los equipos profesionales se han realizado capacitaciones y simulacros masivos que buscan para integrar a toda la comunidad en prácticas preventivas habituales además de sistemas de alerta temprana que incluye monitoreo constante de riesgos sísmicos y climáticos con especial enfoque inclusivo priorizando sectores vulnerables y rurales en trabajo coordinado con Bomberos Carabineros y CGE
rural,Mundo Rural Sabores y Tradiciones del campo vuelve a Temuco para celebrar las Fiestas Patrias,15 de septiembre de 2025,6,La Municipalidad de Temuco a través de su Dirección de Desarrollo Rural invita a la comunidad a disfrutar de la feria Mundo Rural Sabores y Tradiciones del Campo que se realizará este sábado y domingo de septiembre en el Estadio Bicentenario Germán Becker desde las y hasta las horas Más de expositores rurales darán vida a esta gran celebración con productos típicos y agroecológicos de la zona pan amasado sopaipillas empanadas tortillas miel artesanías y mucho más En esta edición participarán usuarios Proder y usuarios PDTI junto a diversas agrupaciones que mostrarán lo mejor de su trabajo en la feria Habrá stands de la agrupación Piuke Zomo de Mercados Campesinos de los apicultores de Kochilhue de la agrupación Kume Mongen y de la Mesa Mujer Rural Temuco quienes ofrecerán una variada gama de productos y sabores auténticos del campo enriqueciendo aún más la experiencia para los visitantes Cabe destacar que este evento busca mantener vivas las tradiciones del campo de Temuco reuniendo a la comunidad en torno a los sabores y oficios que forman parte de nuestra identidad Además será una ocasión especial para celebrar las Fiestas Patrias desde el mundo rural compartiendo el trabajo y la cultura campesina en el corazón de la ciudad Al respecto el director de Desarrollo Rural Ulises Asenjo hizo una invitación a la ciudadanía para asistir y disfrutar de las bondades del campo en el frontis del estadio Nuestros productores nuestros campesinos de Temuco van a estar exponiendo sus productos todos frescos sanos orgánicos y que van a estar a disposición de todos Los invitamos a que participen de esta gran actividad y conozcan los productores que satisfacen las necesidades de la alimentación sana a toda la ciudad Pensado para toda la familia esta actividad busca convertirse enun espacio de encuentro donde la pequeña agricultura familiar campesina se transforma en la gran protagonista acercando sus productos y tradiciones al corazón de la ciudad por lo que la invitación está hecha para sumarse en familia y disfrutar de esta fiesta rural que rescata lo mejor de las raíces de La Araucanía
rural,Vecinos de San Antonio dieron vida al tercer Desfile Comunitario que marca el inicio de las Fiestas Patrias en Temuco,7 de septiembre de 2025,10,Más de delegaciones participaron de la actividad organizada por la comunidad y apoyada por la Municipalidad de Temuco que contó con la presencia de autoridades organizaciones sociales y bandas de guerra El sector San Antonio fue escenario de un nuevo desfile comunitario en honor a la patria actividad que en su tercera versión reunió a más de organizaciones entre ellas iglesias colegios centros comunitarios juntas de vecinos clubes de adultos mayores y folklóricos La jornada contó además con la participación especial de la Banda de Guerra del Destacamento de Montaña N Tucapel de Temuco y de la Escuela Darío Salas de Padre Las Casas ademas de diferentes autoridades regionales y comunales dando inicio oficial a las celebraciones de Fiestas Patrias en la comuna El alcalde de Temuco Roberto Neira destacó la importancia de esta actividad nacida desde la propia comunidad Estas expresiones comunitarias que nacen de las juntas de vecinos de los territorios en este caso de San Antonio organizar este hermoso desfile de parte de ellos mismos y nosotros colaborando ha sido tremendo éxito Esta ha sido una actividad para honrar nuestra patria en nuestros barrios y eso sin duda nos hace sentir orgullosos de la capacidad organizativa de las juntas de vecinos indicó el edil El concejal Bruno Hauenstein también valoró el despliegue de la comunidad señalando que ver a los vecinos reunirse en sus agrupaciones y presentarse a la comunidad es muy bonito Me emocioné viéndolos desfilar bailar y a los niños con sus instrumentos Felicitaciones a todas las agrupaciones que participaron Por su parte el concejal Esteban Barriga subrayó la relevancia barrial del desfile Esto no es solamente para el Concejo o las autoridades es algo bello que pasa en los barrios Vimos a los vecinos adultos mayores colegios iglesias vimos a la comunidad Esto es maravilloso y nos hace salir cientos de personas a tomarnos las calles para construir el Temuco hermoso que queremos para los años expresó Desde la organización el presidente de la Junta de Vecinos Los Poetas Juan Carlos Huillín relató cómo nació la iniciativa Todo empezó hace dos años porque siempre los desfiles se hacían en el centro Decidimos traerlo al sector y este año fue formidable Tuvimos a la banda de Padre Las Casas la del Regimiento Tucapel y más de agrupaciones Los vecinos están contentos de iniciar así nuestras Fiestas Patrias explicó el dirigente vecinal quien instó a los vecinos a cuidarnos entre todos disfrutar en familia y vivir con alegría este y El desfile de San Antonio es solo el punto de partida de un completo calendario preparado por la Municipalidad de Temuco para septiembre Entre las actividades destacan el Día Nacional de la Cueca la Gala Folclórica de Personas Mayores la Feria de las Tradiciones la Expo Rural de Fiestas Patrias y el Campeonato Internacional del Pebre En el macro sector de Labranza en tanto se llevará a cabo el Desfile Cívico y Vino de Honor donde la comunidad local también rendirá homenaje a la patria El gran cierre será los días y de septiembre en el Parque Isla Cautín con un variado programa artístico que contempla a agrupaciones locales como Raíces de Temuco y BAFOTE además de la participación de destacados exponentes nacionales como René Inostroza y Andrés Fernández Afer Para finalizar el llamado para los vecinos es a disfrutar con responsabilidad de las diferentes actividades preparadas no conducir vehículos bajo la influencia de alcohol circular con precaución y atento a las condiciones del tránsito protegerse del sol yo lluvia si sale fuera de la ciudad encargar su vivienda con vecinos y celebrar consciente del autocuidado
